.mag.0,.mag.1,.mag.2
718,-7242,7915
718,-7242,7915
694,-7222,7917
694,-7222,7917
694,-7222,7917
694,-7222,7917
695,-7178,7956
695,-7178,7956
695,-7178,7956
682,-7118,7990
682,-7118,7990
682,-7118,7990
681,-7084,7981
681,-7084,7981
681,-7084,7981
681,-7084,7981
672,-6997,8015
672,-6997,8015
672,-6997,8015
673,-6933,8037
673,-6933,8037
673,-6933,8037
673,-6933,8037
639,-6888,8022
639,-6888,8022
639,-6888,8022
647,-6816,8081
647,-6816,8081
647,-6816,8081
647,-6816,8081
636,-6748,8051
636,-6748,8051
636,-6748,8051
639,-6675,8098
639,-6675,8098
639,-6675,8098
639,-6675,8098
630,-6637,8068
630,-6637,8068
630,-6637,8068
588,-6598,8095
588,-6598,8095
588,-6598,8095
588,-6598,8095
566,-6537,8112
566,-6537,8112
566,-6537,8112
543,-6511,8044
543,-6511,8044
543,-6511,8044
543,-6511,8044
527,-6485,8052
527,-6485,8052
527,-6485,8052
557,-6477,8088
557,-6477,8088
557,-6477,8088
557,-6477,8088
562,-6432,8081
562,-6432,8081
562,-6432,8081
592,-6403,8084
592,-6403,8084
592,-6403,8084
592,-6403,8084
591,-6401,8101
591,-6401,8101
591,-6401,8101
585,-6320,8087
585,-6320,8087
585,-6320,8087
616,-6263,8095
616,-6263,8095
616,-6263,8095
616,-6263,8095
589,-6188,8115
589,-6188,8115
589,-6188,8115
589,-6188,8115
588,-6081,8063
588,-6081,8063
588,-6081,8063
552,-5983,8066
552,-5983,8066
552,-5983,8066
552,-5983,8066
516,-5902,8042
516,-5902,8042
516,-5902,8042
516,-5767,7984
516,-5767,7984
516,-5767,7984
516,-5767,7984
430,-5679,7928
430,-5679,7928
430,-5679,7928
412,-5585,7877
412,-5585,7877
412,-5585,7877
360,-5482,7809
360,-5482,7809
360,-5482,7809
312,-5412,7752
312,-5412,7752
312,-5412,7752
312,-5412,7752
278,-5358,7676
278,-5358,7676
278,-5358,7676
278,-5358,7676
215,-5310,7572
215,-5310,7572
215,-5310,7572
151,-5262,7516
151,-5262,7516
151,-5262,7516
151,-5262,7516
76,-5166,7411
76,-5166,7411
76,-5166,7411
98,-5137,7370
98,-5137,7370
98,-5137,7370
98,-5137,7370
32,-5064,7305
32,-5064,7305
32,-5064,7305
32,-5064,7267
46,-4974,7267
46,-4974,7267
46,-4974,7267
27,-4939,7146
27,-4939,7146
27,-4939,7146
30,-4865,7109
30,-4865,7109
30,-4865,7109
30,-4865,7109
18,-4806,7027
18,-4806,7027
18,-4806,7027
26,-4703,6935
26,-4703,6935
26,-4703,6935
26,-4703,6935
43,-4613,6817
43,-4613,6817
43,-4613,6817
50,-4543,6736
50,-4543,6736
50,-4543,6736
50,-4543,6736
75,-4437,6593
75,-4437,6593
75,-4437,6593
95,-4369,6512
95,-4369,6512
95,-4369,6512
95,-4369,6512
124,-4268,6348
124,-4268,6348
124,-4268,6348
161,-4217,6226
161,-4217,6226
161,-4217,6226
161,-4217,6226
136,-4171,6145
136,-4171,6145
136,-4171,6145
167,-4123,6071
167,-4123,6071
167,-4123,6071
167,-4123,6071
179,-4091,5944
179,-4091,5944
179,-4091,5944
200,-4088,5854
200,-4088,5854
200,-4088,5854
240,-4100,5789
240,-4100,5789
240,-4100,5789
240,-4100,5789
262,-4084,5751
262,-4084,5751
262,-4084,5751
266,-4054,5639
266,-4054,5639
266,-4054,5639
429,-4007,5234
429,-4007,5234
429,-4007,5234
472,-4001,5039
472,-4001,5039
472,-4001,5039
472,-4001,5039
536,-3977,4928
536,-3977,4928
536,-3977,4928
597,-4007,4777
597,-4007,4777
597,-4007,4777
695,-4024,4635
695,-4024,4635
695,-4024,4635
695,-4024,4635
764,-4030,4543
764,-4030,4543
764,-4030,4543
870,-4031,4435
870,-4031,4435
870,-4031,4435
870,-4031,4348
964,-4072,4348
964,-4072,4348
964,-4072,4348
1062,-4052,4305
1062,-4052,4305
1062,-4052,4305
1062,-4052,4305
1111,-4084,4239
1111,-4084,4239
1111,-4084,4239
1175,-4082,4198
1175,-4082,4198
1175,-4082,4198
1175,-4082,4198
1266,-4109,4150
1266,-4109,4150
1266,-4109,4150
1298,-4122,4130
1298,-4122,4130
1298,-4122,4130
1298,-4122,4130
1370,-4147,4066
1370,-4147,4066
1370,-4147,4066
1461,-4153,3999
1461,-4153,3999
1461,-4153,3999
1461,-4153,3999
1556,-4167,3944
1556,-4167,3944
1556,-4167,3944
1556,-4167,3944
1609,-4199,3898
1609,-4199,3898
1609,-4199,3898
1716,-4230,3874
1716,-4230,3874
1716,-4230,3874
1816,-4221,3870
1816,-4221,3870
1816,-4221,3870
1816,-4221,3870
1946,-4233,3862
1946,-4233,3862
1946,-4233,3862
1946,-4233,3862
2041,-4244,3848
2041,-4244,3848
2041,-4244,3848
2139,-4279,3875
2139,-4279,3875
2139,-4279,3875
2245,-4291,3857
2245,-4291,3857
2245,-4291,3857
2245,-4291,3857
2347,-4287,3892
2347,-4287,3892
2347,-4287,3892
2347,-4287,3892
2469,-4312,3890
2469,-4312,3890
2469,-4312,3890
2532,-4329,3892
2532,-4329,3892
2532,-4329,3892
2652,-4354,3925
2652,-4354,3925
2652,-4354,3925
2652,-4354,3925
2725,-4371,3934
2725,-4371,3934
2725,-4371,3934
2766,-4376,3938
2766,-4376,3938
2766,-4376,3938
2766,-4376,3938
2811,-4372,3988
2811,-4372,3988
2811,-4372,3988
2901,-4373,4036
2901,-4373,4036
2901,-4373,4036
2954,-4372,4030
2954,-4372,4030
2954,-4372,4030
2954,-4372,4030
2995,-4432,4031
2995,-4432,4031
2995,-4432,4031
3044,-4415,4047
3044,-4415,4047
3044,-4415,4047
3044,-4415,4047
3120,-4425,4059
3120,-4425,4059
3120,-4425,4059
3176,-4433,4088
3176,-4433,4088
3176,-4433,4088
3176,-4433,4088
3242,-4468,4073
3242,-4468,4073
3242,-4468,4073
3293,-4486,4142
3293,-4486,4142
3293,-4486,4142
3293,-4486,4142
3341,-4513,4139
3341,-4513,4139
3341,-4513,4139
3395,-4511,4140
3395,-4511,4140
3395,-4511,4140
3395,-4511,4140
3453,-4563,4165
3453,-4563,4165
3453,-4563,4165
3553,-4640,4151
3553,-4640,4151
3553,-4640,4151
3553,-4640,4151
3594,-4674,4158
3594,-4674,4158
3594,-4674,4158
3658,-4711,4149
3658,-4711,4149
3658,-4711,4149
3658,-4711,4149
3694,-4786,4146
3694,-4786,4146
3694,-4786,4146
3733,-4851,4148
3733,-4851,4148
3733,-4851,4148
3782,-4873,4177
3782,-4873,4177
3782,-4873,4177
3782,-4873,4177
3867,-4897,4159
3867,-4897,4159
3867,-4897,4159
3913,-4945,4195
3913,-4945,4195
3913,-4945,4195
3913,-4945,4195
3947,-4960,4250
3947,-4960,4250
3947,-4960,4250
3969,-5003,4288
3969,-5003,4288
3969,-5003,4288
3969,-5003,4288
4028,-5022,4338
4028,-5022,4338
4028,-5022,4338
4058,-5040,4375
4058,-5040,4375
4058,-5040,4375
4058,-5040,4375
4117,-5039,4431
4117,-5039,4431
4117,-5039,4431
4117,-5039,4431
4112,-5007,4433
4112,-5007,4433
4112,-5007,4433
4112,-5007,4433
4134,-4997,4459
4134,-4997,4459
4134,-4997,4459
4161,-5023,4494
4161,-5023,4494
4161,-5023,4494
4161,-5023,4494
4138,-4990,4537
4138,-4990,4537
4138,-4990,4537
4150,-4950,4565
4150,-4950,4565
4150,-4950,4565
4150,-4950,4565
4134,-4913,4561
4134,-4913,4561
4134,-4913,4561
4101,-4913,4594
4101,-4913,4594
4101,-4913,4594
4101,-4913,4594
4135,-4861,4607
4135,-4861,4607
4135,-4861,4607
4109,-4813,4601
4109,-4813,4601
4109,-4813,4601
4109,-4813,4601
4077,-4834,4639
4077,-4834,4639
4077,-4834,4639
4068,-4789,4678
4068,-4789,4678
4068,-4789,4678
4068,-4789,4678
4067,-4776,4651
4067,-4776,4651
4067,-4776,4651
4043,-4768,4663
4043,-4768,4663
4043,-4768,4663
4043,-4768,4663
4062,-4781,4725
4062,-4781,4725
4062,-4781,4725
4044,-4732,4679
4044,-4732,4679
4044,-4732,4679
4044,-4732,4679
4029,-4725,4724
4029,-4725,4724
4029,-4725,4724
4029,-4725,4724
4027,-4711,4695
4027,-4711,4695
4027,-4711,4695
4021,-4705,4755
4021,-4705,4755
4021,-4705,4755
4021,-4705,4755
3999,-4671,4779
3999,-4671,4779
3999,-4671,4779
3999,-4671,4779
3995,-4642,4783
3995,-4642,4783
3995,-4642,4783
3995,-4642,4783
3965,-4615,4771
3965,-4615,4771
3965,-4615,4771
3953,-4599,4811
3953,-4599,4811
3953,-4599,4811
3953,-4599,4811
3931,-4583,4774
3931,-4583,4774
3931,-4583,4774
3931,-4583,4774
3932,-4595,4712
3932,-4595,4712
3932,-4595,4712
3898,-4553,4681
3898,-4553,4681
3898,-4553,4681
3898,-4553,4681
3858,-4569,4661
3858,-4569,4661
3858,-4569,4661
3858,-4569,4661
3861,-4546,4596
3861,-4546,4596
3861,-4546,4596
3861,-4546,4596
3834,-4547,4548
3834,-4547,4548
3834,-4547,4548
3834,-4547,4548
3800,-4581,4452
3800,-4581,4452
3800,-4581,4452
3765,-4613,4360
3765,-4613,4360
3765,-4613,4360
3765,-4613,4360
3782,-4642,4289
3782,-4642,4289
3782,-4642,4289
3782,-4642,4289
3720,-4661,4237
3720,-4661,4237
3720,-4661,4237
3720,-4661,4237
3712,-4681,4171
3712,-4681,4171
3712,-4681,4171
3665,-4696,4075
3665,-4696,4075
3665,-4696,4075
3665,-4696,4075
3646,-4762,4045
3646,-4762,4045
3646,-4762,4045
3646,-4762,4045
3593,-4800,3966
3593,-4800,3966
3593,-4800,3966
3593,-4800,3966
3568,-4845,3901
3568,-4845,3901
3568,-4845,3901
3568,-4845,3901
3535,-4899,3811
3535,-4899,3811
3535,-4899,3811
3535,-4899,3811
3523,-4924,3737
3523,-4924,3737
3523,-4924,3737
3505,-4978,3680
3505,-4978,3680
3505,-4978,3680
3505,-4978,3680
3437,-5047,3623
3437,-5047,3623
3437,-5047,3623
3437,-5047,3623
3442,-5082,3558
3442,-5082,3558
3442,-5082,3558
3442,-5082,3558
3388,-5176,3500
3388,-5176,3500
3388,-5176,3500
3363,-5233,3446
3363,-5233,3446
3363,-5233,3446
3363,-5233,3446
3332,-5291,3383
3332,-5291,3383
3332,-5291,3383
3332,-5291,3383
3270,-5347,3340
3270,-5347,3340
3270,-5347,3340
3270,-5347,3340
3259,-5420,3307
3259,-5420,3307
3259,-5420,3307
3197,-5471,3278
3197,-5471,3278
3197,-5471,3278
3197,-5471,3278
3164,-5535,3220
3164,-5535,3220
3164,-5535,3220
3164,-5535,3220
3125,-5614,3192
3125,-5614,3192
3125,-5614,3192
3125,-5614,3192
3089,-5703,3145
3089,-5703,3145
3089,-5703,3145
3089,-5703,3145
3059,-5778,3078
3059,-5778,3078
3059,-5778,3078
2955,-5836,3054
2955,-5836,3054
2955,-5836,3054
2955,-5836,3054
2924,-5940,3012
2924,-5940,3012
2924,-5940,3012
2924,-5940,3012
2877,-6037,2999
2877,-6037,2999
2877,-6037,2999
2825,-6184,2980
2825,-6184,2980
2825,-6184,2980
2825,-6184,2980
2803,-6258,2945
2803,-6258,2945
2803,-6258,2945
2803,-6258,2945
2746,-6410,2910
2746,-6410,2910
2746,-6410,2910
2687,-6505,2979
2687,-6505,2979
2687,-6505,2979
2687,-6505,2979
2642,-6595,2941
2642,-6595,2941
2642,-6595,2941
2642,-6595,2941
2613,-6719,2955
2613,-6719,2955
2613,-6719,2955
2597,-6812,2979
2597,-6812,2979
2597,-6812,2979
2597,-6812,2979
2555,-6891,3002
2555,-6891,3002
2555,-6891,3002
2555,-6891,3002
2547,-7038,3011
2547,-7038,3011
2547,-7038,3011
2524,-7100,3017
2524,-7100,3017
2524,-7100,3017
2528,-7176,3030
2528,-7176,3030
2528,-7176,3030
2528,-7176,3030
2516,-7256,3078
2516,-7256,3078
2516,-7256,3078
2516,-7256,3078
2506,-7320,3124
2506,-7320,3124
2506,-7320,3124
2517,-7369,3122
2517,-7369,3122
2517,-7369,3122
2517,-7369,3122
2514,-7429,3180
2514,-7429,3180
2514,-7429,3180
2514,-7429,3180
2485,-7559,3180
2485,-7559,3180
2485,-7559,3180
2459,-7608,3225
2459,-7608,3225
2459,-7608,3225
2459,-7608,3225
2410,-7667,3271
2410,-7667,3271
2410,-7667,3271
2410,-7667,3271
2385,-7775,3299
2385,-7775,3299
2385,-7775,3299
2338,-7829,3304
2338,-7829,3304
2338,-7829,3304
2338,-7829,3304
2315,-7907,3406
2315,-7907,3406
2315,-7907,3406
2260,-7998,3476
2260,-7998,3476
2260,-7998,3476
2260,-7998,3476
2199,-8079,3539
2199,-8079,3539
2199,-8079,3539
2199,-8079,3539
2155,-8179,3627
2155,-8179,3627
2155,-8179,3627
2155,-8179,3627
2082,-8308,3716
2082,-8308,3716
2082,-8308,3716
1991,-8382,3767
1991,-8382,3767
1991,-8382,3767
1991,-8382,3767
1918,-8456,3856
1918,-8456,3856
1838,-8538,3953
1838,-8538,3953
1838,-8538,3953
1838,-8538,3953
1737,-8573,4078
1737,-8573,4078
1737,-8573,4078
1737,-8573,4078
1671,-8639,4142
1671,-8639,4142
1671,-8639,4142
1634,-8661,4207
1634,-8661,4207
1634,-8661,4207
1634,-8661,4207
1592,-8688,4287
1592,-8688,4287
1592,-8688,4287
1592,-8688,4287
1543,-8748,4391
1543,-8748,4391
1543,-8748,4391
1543,-8748,4391
1496,-8780,4467
1496,-8780,4467
1496,-8780,4467
1496,-8780,4467
1452,-8772,4528
1452,-8772,4528
1452,-8772,4528
1377,-8801,4616
1377,-8801,4616
1377,-8801,4616
1377,-8801,4616
1353,-8828,4710
1353,-8828,4710
1353,-8828,4710
1353,-8828,4710
1378,-8822,4809
1378,-8822,4809
1378,-8822,4809
1378,-8822,4809
1308,-8864,4806
1308,-8864,4806
1308,-8864,4806
1308,-8864,4904
1371,-8920,4924
1421,-8947,4981
1421,-8947,4981
1421,-8947,4981
1421,-8957,5005
1473,-8957,5005
1473,-8957,5005
1473,-8957,5005
1477,-8963,5100
1477,-8963,5100
1477,-8963,5100
1477,-8963,5100
1491,-8983,5145
1491,-8983,5145
1491,-8983,5145
1491,-8983,5145
1494,-8988,5112
1494,-8988,5112
1494,-8988,5112
1563,-9042,5183
1563,-9042,5183
1563,-9042,5183
1563,-9042,5183
1531,-9038,5188
1531,-9038,5188
1531,-9038,5188
1531,-9038,5188
1571,-9058,5183
1571,-9058,5183
1571,-9058,5183
1569,-9035,5265
1569,-9035,5265
1569,-9035,5265
1569,-9035,5265
1588,-9038,5298
1588,-9038,5298
1588,-9038,5298
1588,-9038,5298
1614,-9034,5320
1614,-9034,5320
1614,-9034,5320
1614,-9034,5320
1631,-9068,5349
1631,-9068,5349
1631,-9068,5349
1631,-9068,5349
1643,-9074,5380
1643,-9074,5380
1643,-9074,5380
1643,-9074,5380
1667,-9096,5416
1667,-9096,5416
1667,-9096,5416
1676,-9107,5378
1676,-9107,5378
1676,-9107,5378
1676,-9107,5378
1717,-9087,5408
1717,-9087,5408
1717,-9087,5408
1717,-9087,5408
1763,-9118,5412
1763,-9118,5412
1763,-9118,5412
1786,-9107,5428
1786,-9107,5428
1786,-9107,5428
1786,-9107,5428
1824,-9111,5433
1824,-9111,5433
1824,-9111,5433
1842,-9127,5407
1842,-9127,5407
1842,-9127,5407
1842,-9127,5407
1866,-9131,5428
1866,-9131,5428
1866,-9131,5428
1866,-9131,5428
1899,-9110,5453
1899,-9110,5453
1899,-9110,5453
1899,-9110,5453
1914,-9125,5465
1914,-9125,5465
1914,-9125,5465
1906,-9155,5479
1906,-9155,5479
1906,-9155,5479
1906,-9155,5479
1918,-9158,5473
1918,-9158,5473
1918,-9158,5473
1918,-9158,5473
1899,-9119,5482
1899,-9119,5482
1899,-9119,5482
1899,-9119,5482
1936,-9124,5519
1936,-9124,5519
1936,-9124,5519
1944,-9144,5529
1944,-9144,5529
1944,-9144,5529
1944,-9144,5529
1971,-9148,5564
1971,-9148,5564
1971,-9148,5564
1971,-9148,5564
1971,-9166,5625
1971,-9166,5625
1971,-9166,5625
1971,-9166,5625
1975,-9176,5692
1975,-9176,5692
1975,-9176,5692
1975,-9176,5692
2012,-9155,5721
2012,-9155,5721
2012,-9155,5721
1999,-9160,5804
1999,-9160,5804
1999,-9160,5804
1999,-9160,5804
1987,-9169,5866
1987,-9169,5866
1987,-9169,5866
1987,-9161,5919
1990,-9161,5919
1990,-9161,5919
1990,-9161,5919
1985,-9167,5997
1985,-9167,5997
1985,-9167,5997
1985,-9167,5997
2014,-9148,6098
2014,-9148,6098
2014,-9148,6098
2014,-9148,6098
2010,-9145,6192
2010,-9145,6192
2010,-9145,6192
2046,-9139,6326
2046,-9139,6326
2046,-9139,6326
2046,-9139,6326
2072,-9124,6403
2072,-9124,6403
2072,-9124,6403
2085,-9088,6493
2085,-9088,6493
2085,-9088,6493
2085,-9088,6493
2163,-9061,6628
2163,-9061,6628
2163,-9061,6628
2163,-9061,6628
2216,-9024,6754
2216,-9024,6754
2216,-9024,6754
2216,-9024,6754
2246,-9004,6859
2246,-9004,6859
2246,-9004,6859
2246,-9004,6859
2310,-8963,6922
2310,-8963,6922
2310,-8963,6922
2369,-8907,6994
2369,-8907,6994
2369,-8907,6994
2369,-8907,6994
2434,-8871,7112
2434,-8871,7112
2434,-8871,7112
2434,-8871,7112
2505,-8830,7168
2505,-8830,7168
2505,-8830,7168
2505,-8830,7280
2562,-8745,7280
2562,-8745,7280
2562,-8745,7280
2591,-8692,7313
2591,-8692,7313
2591,-8692,7313
2591,-8692,7313
2635,-8654,7400
2635,-8654,7400
2635,-8654,7400
2664,-8593,7490
2664,-8593,7490
2664,-8593,7490
2664,-8593,7490
2720,-8509,7536
2720,-8509,7536
2720,-8509,7536
2720,-8509,7536
2755,-8422,7608
2755,-8422,7608
2755,-8422,7608
2825,-8325,7655
2825,-8325,7655
2825,-8325,7655
2825,-8325,7655
2873,-8293,7725
2873,-8293,7725
2873,-8293,7725
2913,-8214,7758
2913,-8214,7758
2913,-8214,7758
2913,-8214,7758
3000,-8183,7755
3000,-8183,7755
3000,-8183,7755
3078,-8073,7778
3078,-8073,7778
3078,-8073,7778
3078,-8073,7778
3176,-8012,7791
3176,-8012,7791
3176,-8012,7791
3248,-7939,7820
3248,-7939,7820
3248,-7939,7820
3325,-7915,7819
3325,-7915,7819
3325,-7915,7819
3325,-7915,7819
3413,-7832,7812
3413,-7832,7812
3413,-7832,7812
3481,-7785,7803
3481,-7785,7803
3481,-7785,7803
3549,-7721,7797
3549,-7721,7797
3549,-7721,7797
3549,-7721,7797
3605,-7662,7791
3605,-7662,7791
3605,-7662,7791
3657,-7618,7739
3657,-7618,7739
3657,-7618,7739
3657,-7618,7776
3719,-7547,7776
3719,-7547,7776
3719,-7547,7776
3755,-7509,7717
3755,-7509,7717
3755,-7509,7717
3814,-7408,7744
3814,-7408,7744
3814,-7408,7744
3814,-7408,7744
3830,-7347,7742
3830,-7347,7742
3830,-7347,7742
3881,-7271,7757
3881,-7271,7757
3881,-7271,7757
3881,-7271,7757
3923,-7225,7766
3923,-7225,7766
3923,-7225,7766
3949,-7123,7738
3949,-7123,7738
3949,-7123,7738
3949,-7123,7738
3979,-7057,7763
3979,-7057,7763
3979,-7057,7763
4017,-7014,7736
4017,-7014,7736
4017,-7014,7736
4050,-6966,7706
4050,-6966,7706
4050,-6966,7706
4050,-6966,7706
4082,-6889,7704
4082,-6889,7704
4082,-6889,7704
4104,-6839,7713
4104,-6839,7713
4104,-6839,7713
4104,-6839,7713
4118,-6776,7659
4118,-6776,7659
4118,-6776,7659
4139,-6705,7611
4139,-6705,7611
4139,-6705,7611
4139,-6705,7611
4164,-6648,7595
4164,-6648,7595
4164,-6648,7595
4188,-6568,7551
4188,-6568,7551
4188,-6568,7551
4206,-6483,7505
4206,-6483,7505
4206,-6483,7505
4206,-6483,7505
4249,-6410,7478
4249,-6410,7478
4249,-6410,7478
4293,-6341,7380
4293,-6341,7380
4293,-6341,7380
4293,-6341,7380
4281,-6295,7369
4281,-6295,7369
4281,-6295,7369
4314,-6235,7330
4314,-6235,7330
4314,-6235,7330
4314,-6235,7330
4350,-6206,7299
4350,-6206,7299
4350,-6206,7299
4386,-6160,7243
4386,-6160,7243
4386,-6160,7243
4386,-6160,7243
4419,-6140,7189
4419,-6140,7189
4419,-6140,7189
4432,-6114,7200
4432,-6114,7200
4432,-6114,7200
4432,-6114,7200
4463,-6105,7116
4463,-6105,7116
4463,-6105,7116
4498,-6083,7066
4498,-6083,7066
4498,-6083,7066
4498,-6083,7066
4521,-6071,7023
4521,-6071,7023
4521,-6071,7023
4521,-6071,7023
4571,-6069,6933
4571,-6069,6933
4571,-6069,6933
4600,-6052,6920
4600,-6052,6920
4600,-6052,6920
4600,-6052,6920
4602,-6066,6859
4602,-6066,6859
4602,-6066,6859
4619,-6037,6766
4619,-6037,6766
4619,-6037,6766
4619,-6037,6766
4659,-6031,6717
4659,-6031,6717
4659,-6031,6717
4697,-6014,6669
4697,-6014,6669
4697,-6014,6669
4697,-6014,6669
4706,-6017,6564
4706,-6017,6564
4706,-6017,6564
4771,-5996,6458
4771,-5996,6458
4771,-5996,6458
4771,-5996,6458
4763,-6005,6386
4763,-6005,6386
4763,-6005,6386
4810,-5976,6327
4810,-5976,6327
4810,-5976,6327
4810,-5976,6327
4812,-5935,6172
4812,-5935,6172
4812,-5935,6172
4816,-5903,6088
4816,-5903,6088
4816,-5903,6088
4831,-5913,6029
4831,-5913,6029
4831,-5913,6029
4831,-5913,6029
4848,-5893,5946
4848,-5893,5946
4848,-5893,5946
4856,-5850,5882
4856,-5850,5882
4856,-5850,5882
4868,-5817,5833
4868,-5817,5833
4868,-5817,5833
4868,-5817,5833
4879,-5807,5772
4879,-5807,5772
4879,-5807,5772
4879,-5807,5772
4861,-5809,5663
4861,-5809,5663
4861,-5809,5663
4832,-5772,5638
4832,-5772,5638
4832,-5772,5638
4832,-5772,5638
4828,-5720,5533
4828,-5720,5533
4828,-5720,5533
4815,-5710,5459
4815,-5710,5459
4815,-5710,5459
4815,-5710,5459
4784,-5652,5392
4784,-5652,5392
4784,-5652,5392
4784,-5652,5392
4760,-5583,5329
4760,-5583,5329
4760,-5583,5329
4760,-5583,5329
4754,-5528,5262
4754,-5528,5262
4754,-5528,5262
4696,-5481,5246
4696,-5481,5246
4696,-5481,5246
4696,-5481,5246
4686,-5422,5254
4686,-5422,5254
4686,-5422,5254
4686,-5422,5254
4627,-5356,5227
4627,-5356,5227
4627,-5356,5227
4603,-5269,5237
4603,-5269,5237
4603,-5269,5237
4603,-5269,5237
4552,-5189,5274
4552,-5189,5274
4552,-5189,5274
4552,-5189,5274
4516,-5105,5197
4516,-5105,5197
4516,-5105,5197
4516,-5105,5197
4451,-5011,5239
4451,-5011,5239
4451,-5011,5239
4396,-4926,5242
4396,-4926,5242
4396,-4926,5242
4396,-4926,5242
4345,-4866,5227
4345,-4866,5227
4345,-4866,5227
4345,-4866,5227
4298,-4809,5242
4298,-4809,5242
4298,-4809,5242
4251,-4755,5274
4251,-4755,5274
4251,-4755,5274
4251,-4755,5274
4210,-4702,5249
4210,-4702,5249
4210,-4702,5249
4210,-4702,5249
4154,-4641,5287
4154,-4641,5287
4154,-4641,5287
4154,-4641,5287
4124,-4602,5311
4124,-4602,5311
4124,-4602,5311
4124,-4602,5311
4103,-4570,5288
4103,-4570,5288
4103,-4570,5288
4089,-4560,5283
4089,-4560,5283
4089,-4560,5283
4089,-4560,5283
4052,-4524,5317
4052,-4524,5317
4052,-4524,5317
4052,-4524,5317
4030,-4523,5334
4030,-4523,5334
4030,-4523,5334
4004,-4490,5363
4004,-4490,5363
4004,-4490,5363
4006,-4494,5379
4006,-4494,5379
4006,-4494,5379
4006,-4494,5379
3978,-4452,5409
3978,-4452,5409
3978,-4452,5409
3972,-4429,5434
3972,-4429,5434
3972,-4429,5434
3972,-4429,5434
3925,-4419,5484
3925,-4419,5484
3925,-4419,5484
3929,-4365,5498
3929,-4365,5498
3929,-4365,5498
3862,-4300,5509
3862,-4300,5509
3862,-4300,5509
3862,-4300,5509
3794,-4251,5521
3794,-4251,5521
3794,-4251,5521
3692,-4183,5495
3692,-4183,5495
3692,-4183,5495
3692,-4183,5495
3629,-4135,5515
3629,-4135,5515
3629,-4135,5515
3569,-4104,5537
3569,-4104,5537
3569,-4104,5537
3453,-4030,5492
3311,-3937,5489
3233,-3894,5451
3233,-3894,5451
3233,-3894,5451
3092,-3858,5456
3092,-3858,5456
3092,-3858,5456
3092,-3858,5456
3013,-3809,5417
3013,-3809,5417
3013,-3809,5417
3013,-3809,5417
2936,-3770,5416
2936,-3770,5416
2936,-3770,5416
2778,-3731,5393
2778,-3731,5393
2778,-3731,5393
2674,-3696,5394
2674,-3696,5394
2674,-3696,5394
2674,-3696,5394
2578,-3672,5325
2578,-3672,5325
2578,-3672,5325
2578,-3672,5325
2368,-3645,5359
2368,-3645,5359
2368,-3645,5359
2226,-3609,5318
2226,-3609,5318
2226,-3609,5318
2112,-3622,5290
2112,-3622,5290
2112,-3622,5290
2112,-3622,5290
1968,-3601,5259
1968,-3601,5259
1968,-3601,5259
1968,-3601,5259
1815,-3619,5284
1815,-3619,5284
1815,-3619,5284
1679,-3606,5293
1679,-3606,5293
1679,-3606,5293
1679,-3606,5293
1586,-3635,5269
1586,-3635,5269
1586,-3635,5269
1478,-3650,5240
1478,-3650,5240
1478,-3650,5240
1478,-3650,5240
1404,-3677,5270
1404,-3677,5270
1404,-3677,5270
1318,-3678,5248
1318,-3678,5248
1318,-3678,5248
1318,-3678,5248
1213,-3693,5246
1213,-3693,5246
1213,-3693,5246
1138,-3736,5187
1138,-3736,5187
1138,-3736,5187
1138,-3736,5187
1026,-3738,5222
1026,-3738,5222
1026,-3738,5222
963,-3764,5196
963,-3764,5196
963,-3764,5196
963,-3764,5196
878,-3828,5207
878,-3828,5207
878,-3828,5207
805,-3828,5191
805,-3828,5191
805,-3828,5191
805,-3888,5184
774,-3888,5184
774,-3888,5184
774,-3888,5184
723,-3911,5179
723,-3911,5179
723,-3911,5179
673,-3936,5207
673,-3936,5207
673,-3936,5207
673,-3936,5207
614,-3969,5171
614,-3969,5171
614,-3969,5171
564,-3986,5159
564,-3986,5159
564,-3986,5159
564,-3986,5159
498,-4046,5193
498,-4046,5193
498,-4046,5193
430,-4059,5192
430,-4059,5192
430,-4059,5192
430,-4059,5192
408,-4076,5192
408,-4076,5192
408,-4076,5192
358,-4103,5212
358,-4103,5212
358,-4103,5212
358,-4103,5212
344,-4134,5246
344,-4134,5246
344,-4134,5246
273,-4139,5250
273,-4139,5250
273,-4139,5250
273,-4139,5250
232,-4184,5246
232,-4184,5246
232,-4184,5246
186,-4203,5239
186,-4203,5239
186,-4203,5239
186,-4203,5239
152,-4224,5243
152,-4224,5243
152,-4224,5243
107,-4243,5296
107,-4243,5296
107,-4243,5296
73,-4315,5243
73,-4315,5243
73,-4315,5243
73,-4315,5243
8,-4341,5265
8,-4341,5265
8,-4341,5265
-12,-4385,5255
-12,-4385,5255
-12,-4385,5255
-81,-4422,5251
-81,-4422,5251
-81,-4422,5251
-81,-4422,5251
-118,-4494,5217
-118,-4494,5217
-118,-4494,5217
-131,-4525,5200
-131,-4525,5200
-131,-4525,5200
-131,-4525,5200
-162,-4562,5243
-162,-4562,5243
-162,-4562,5243
-211,-4625,5202
-211,-4625,5202
-211,-4625,5202
-229,-4679,5167
-229,-4679,5167
-229,-4679,5167
-229,-4679,5167
-298,-4735,5163
-298,-4735,5163
-298,-4735,5163
-296,-4807,5151
-296,-4807,5151
-296,-4807,5151
-296,-4807,5151
