.mag.0,.mag.1,.mag.2
1622,-9020,5088
1640,-8995,5066
1640,-8995,5066
1640,-8995,5066
1640,-8995,5066
1669,-9039,5047
1669,-9039,5047
1669,-9039,5047
1685,-9018,5030
1685,-9018,5030
1685,-9018,5030
1694,-9027,5046
1694,-9027,5046
1694,-9027,5046
1694,-9027,5046
1721,-9041,4994
1721,-9041,4994
1721,-9041,4994
1705,-9034,5045
1705,-9034,5045
1705,-9034,5045
1705,-9034,5045
1728,-9030,5037
1728,-9030,5037
1728,-9030,5037
1752,-9046,5035
1752,-9046,5035
1752,-9046,5035
1752,-9046,5035
1783,-9041,5059
1783,-9041,5059
1783,-9041,5059
1810,-9014,5028
1810,-9014,5028
1810,-9014,5028
1828,-9013,5013
1828,-9013,5013
1828,-9013,5013
1828,-9013,5013
1870,-9035,5049
1870,-9035,5049
1870,-9035,5049
1870,-9035,5049
1867,-9046,5024
1867,-9046,5024
1867,-9046,5024
1913,-9043,5030
1913,-9043,5030
1913,-9043,5030
1913,-9043,5030
1957,-9052,5022
1957,-9052,5022
1957,-9052,5022
1973,-9079,5059
1973,-9079,5059
1973,-9079,5059
2066,-9092,5040
2066,-9092,5040
2066,-9092,5040
2066,-9092,5040
2095,-9100,5055
2095,-9100,5055
2095,-9100,5055
2158,-9097,5067
2158,-9097,5067
2158,-9097,5067
2158,-9089,5011
2226,-9089,5011
2226,-9089,5011
2226,-9089,5011
2276,-9083,4944
2276,-9083,4944
2276,-9083,4944
2356,-9068,4890
2356,-9068,4890
2356,-9068,4890
2356,-9068,4890
2459,-9049,4862
2459,-9049,4862
2459,-9049,4862
2533,-9036,4793
2533,-9036,4793
2533,-9036,4793
2533,-9036,4793
2638,-9004,4746
2638,-9004,4746
2638,-9004,4746
2704,-8960,4687
2704,-8960,4687
2704,-8960,4687
2704,-8960,4687
2806,-8959,4692
2806,-8959,4692
2806,-8959,4692
2806,-8959,4692
2820,-8962,4674
2820,-8962,4674
2820,-8962,4674
2906,-8931,4644
2906,-8931,4644
2906,-8931,4644
2931,-8927,4655
2931,-8927,4655
3041,-8887,4654
3155,-8822,4625
3211,-8774,4569
3211,-8774,4569
3211,-8774,4569
3211,-8774,4569
3278,-8748,4530
3278,-8748,4530
3278,-8748,4530
3278,-8748,4530
3337,-8699,4485
3337,-8699,4485
3337,-8699,4485
3402,-8625,4397
3402,-8625,4397
3402,-8625,4397
3474,-8556,4368
3474,-8556,4368
3474,-8556,4368
3474,-8556,4368
3515,-8507,4353
3515,-8507,4353
3515,-8507,4353
3596,-8502,4325
3596,-8502,4325
3596,-8502,4325
3598,-8457,4323
3598,-8457,4323
3598,-8457,4323
3598,-8457,4323
3662,-8434,4299
3662,-8434,4299
3662,-8434,4299
3664,-8433,4304
3664,-8433,4304
3664,-8433,4304
3704,-8408,4299
3704,-8408,4299
3704,-8408,4299
3704,-8408,4299
3737,-8383,4304
3737,-8383,4304
3737,-8383,4304
3758,-8375,4290
3758,-8375,4290
3758,-8375,4290
3737,-8346,4280
3737,-8346,4280
3737,-8346,4280
3737,-8346,4280
3777,-8280,4271
3777,-8280,4271
3777,-8280,4271
3777,-8280,4271
3793,-8237,4243
3793,-8237,4243
3793,-8237,4243
3831,-8211,4239
3831,-8211,4239
3831,-8211,4239
3868,-8131,4205
3868,-8131,4205
3868,-8131,4205
3868,-8131,4205
3905,-8111,4196
3905,-8111,4196
3905,-8111,4196
3924,-8053,4210
3924,-8053,4210
3924,-8053,4210
3924,-8053,4210
3974,-8059,4225
3974,-8059,4225
3974,-8059,4225
3974,-8059,4225
4004,-8011,4242
4004,-8011,4242
4004,-8011,4242
3996,-7973,4240
3996,-7973,4240
3996,-7973,4240
3991,-8000,4222
3991,-8000,4222
3991,-8000,4222
3991,-8000,4222
4023,-7980,4258
4023,-7980,4258
4023,-7980,4258
4065,-7979,4265
4065,-7979,4265
4065,-7979,4265
4029,-7943,4303
4029,-7943,4303
4029,-7943,4303
4029,-7943,4303
4062,-7940,4320
4062,-7940,4320
4062,-7940,4320
4065,-7923,4338
4065,-7923,4338
4065,-7923,4338
4065,-7923,4338
4099,-7899,4355
4099,-7899,4355
4099,-7899,4355
4096,-7874,4325
4096,-7874,4325
4096,-7874,4325
4111,-7873,4357
4111,-7873,4357
4111,-7873,4357
4111,-7873,4357
4139,-7863,4343
4139,-7863,4343
4139,-7863,4343
4143,-7854,4357
4143,-7854,4357
4143,-7854,4357
4143,-7854,4357
4158,-7842,4304
4158,-7842,4304
4158,-7842,4304
4158,-7842,4304
4166,-7826,4367
4166,-7826,4367
4166,-7826,4367
4166,-7826,4367
4195,-7798,4362
4195,-7798,4362
4195,-7798,4362
4187,-7801,4379
4187,-7801,4379
4187,-7801,4379
4187,-7801,4379
4194,-7823,4351
4194,-7823,4351
4194,-7823,4351
4229,-7797,4387
4229,-7797,4387
4229,-7797,4387
4229,-7797,4387
4250,-7775,4390
4250,-7775,4390
4250,-7775,4390
4259,-7746,4419
4259,-7746,4419
4259,-7746,4419
4259,-7746,4419
4253,-7751,4411
4253,-7751,4411
4253,-7751,4411
4253,-7751,4411
4281,-7715,4405
4281,-7715,4405
4281,-7715,4405
4263,-7680,4433
4263,-7680,4433
4263,-7680,4433
4263,-7680,4433
4294,-7655,4461
4294,-7655,4461
4294,-7655,4461
4328,-7661,4443
4328,-7661,4443
4328,-7661,4443
4328,-7661,4443
4350,-7637,4471
4350,-7637,4471
4350,-7637,4471
4337,-7623,4480
4337,-7623,4480
4337,-7623,4480
4337,-7623,4480
4398,-7635,4513
4398,-7635,4513
4398,-7635,4513
4386,-7630,4512
4386,-7630,4512
4386,-7630,4512
4386,-7630,4512
4400,-7624,4542
4400,-7624,4542
4400,-7624,4542
4422,-7586,4564
4422,-7586,4564
4422,-7586,4564
4422,-7586,4564
4433,-7588,4585
4433,-7588,4585
4433,-7588,4585
4456,-7561,4582
4456,-7561,4582
4456,-7561,4582
4463,-7570,4612
4463,-7570,4612
4463,-7570,4612
4463,-7570,4612
4471,-7589,4638
4471,-7589,4638
4471,-7589,4638
4477,-7591,4636
4477,-7591,4636
4477,-7591,4636
4477,-7591,4636
4492,-7607,4662
4492,-7607,4662
4492,-7607,4662
4507,-7610,4694
4507,-7610,4694
4507,-7610,4694
4502,-7606,4714
4502,-7606,4714
4502,-7606,4714
4502,-7606,4714
4481,-7623,4717
4481,-7623,4717
4481,-7623,4717
4481,-7623,4717
4529,-7611,4713
4529,-7611,4713
4529,-7611,4713
4529,-7611,4691
4511,-7626,4691
4511,-7626,4691
4511,-7626,4691
4517,-7573,4630
4517,-7573,4630
4517,-7573,4630
4524,-7560,4665
4524,-7560,4665
4524,-7560,4665
4524,-7560,4665
4533,-7499,4667
4533,-7499,4667
4533,-7499,4667
4549,-7497,4721
4549,-7497,4721
4549,-7497,4721
4549,-7460,4744
4578,-7460,4744
4578,-7460,4744
4578,-7460,4744
4575,-7388,4707
4575,-7388,4707
4575,-7388,4707
4575,-7388,4707
4623,-7331,4728
4623,-7331,4728
4623,-7331,4728
4623,-7331,4728
4629,-7264,4746
4629,-7264,4746
4629,-7264,4746
4629,-7264,4746
4675,-7229,4770
4675,-7229,4770
4675,-7229,4770
4666,-7155,4732
4666,-7155,4732
4666,-7155,4732
4666,-7155,4732
4711,-7098,4759
4711,-7098,4759
4711,-7098,4759
4721,-7031,4812
4721,-7031,4812
4721,-7031,4812
4721,-7031,4812
4741,-6962,4800
4741,-6962,4800
4741,-6962,4800
4741,-6962,4800
4783,-6886,4824
4783,-6886,4824
4783,-6886,4824
4797,-6776,4883
4797,-6776,4883
4797,-6776,4883
4797,-6776,4883
4801,-6703,4893
4801,-6703,4893
4801,-6703,4893
4801,-6703,4893
4829,-6609,4941
4829,-6609,4941
4829,-6609,4941
4829,-6609,4941
4823,-6491,4965
4823,-6491,4965
4823,-6491,4965
4823,-6491,4965
4821,-6397,4977
4821,-6397,4977
4821,-6397,4977
4829,-6299,5036
4829,-6299,5036
4829,-6299,5036
4829,-6299,5036
4848,-6161,5111
4848,-6161,5111
4848,-6161,5111
4848,-6161,5111
4822,-6024,5136
4822,-6024,5136
4822,-6024,5136
4822,-6024,5136
4784,-5917,5165
4784,-5917,5165
4784,-5917,5165
4779,-5772,5158
4779,-5772,5158
4779,-5772,5158
4779,-5772,5158
4742,-5670,5205
4742,-5670,5205
4742,-5670,5205
4742,-5670,5205
4672,-5553,5189
4672,-5553,5189
4672,-5553,5189
4672,-5553,5189
4687,-5458,5220
4687,-5458,5220
4687,-5458,5220
4647,-5322,5248
4647,-5322,5248
4647,-5322,5248
4647,-5322,5248
4632,-5244,5312
4632,-5244,5312
4632,-5244,5312
4632,-5244,5312
4535,-5130,5347
4535,-5130,5347
4535,-5130,5347
4480,-5069,5356
4480,-5069,5356
4480,-5069,5356
4480,-5069,5356
4449,-4975,5420
4449,-4975,5420
4449,-4975,5420
4449,-4975,5420
4378,-4871,5457
4378,-4871,5457
4378,-4871,5457
4329,-4800,5469
4329,-4800,5469
4329,-4800,5469
4329,-4800,5469
4277,-4739,5525
4277,-4739,5525
4277,-4739,5525
4277,-4739,5525
4212,-4678,5582
4212,-4678,5582
4212,-4678,5582
4132,-4590,5575
4132,-4590,5575
4132,-4590,5575
4132,-4590,5575
4079,-4524,5576
4079,-4524,5576
4079,-4524,5576
4079,-4524,5576
4053,-4457,5618
4053,-4457,5618
4053,-4457,5618
3979,-4379,5643
3979,-4379,5643
3979,-4379,5643
3979,-4379,5643
3919,-4323,5679
3919,-4323,5679
3919,-4323,5679
3919,-4323,5679
3832,-4255,5711
3832,-4255,5711
3832,-4255,5711
3737,-4201,5680
3737,-4201,5680
3737,-4201,5680
3737,-4201,5680
3655,-4138,5704
3655,-4138,5704
3655,-4138,5704
3655,-4138,5704
3628,-4097,5717
3628,-4097,5717
3628,-4097,5717
3548,-4046,5720
3548,-4046,5720
3548,-4046,5720
3548,-4046,5720
3500,-4000,5737
3500,-4000,5737
3500,-4000,5737
3500,-4000,5737
3410,-3978,5783
3410,-3978,5783
3410,-3978,5783
3376,-3933,5834
3376,-3933,5834
3376,-3933,5834
3376,-3933,5834
3282,-3893,5818
3282,-3893,5818
3282,-3893,5818
3282,-3893,5818
3230,-3890,5811
3230,-3890,5811
3230,-3890,5811
3179,-3841,5821
3179,-3841,5821
3179,-3841,5821
3179,-3841,5821
3118,-3831,5798
3118,-3831,5798
3118,-3831,5798
3118,-3831,5798
3056,-3798,5789
3056,-3798,5789
3056,-3798,5789
3056,-3798,5789
2984,-3741,5783
2984,-3741,5783
2984,-3741,5783
2953,-3726,5817
2953,-3726,5817
2953,-3726,5817
2953,-3726,5817
2864,-3703,5803
2864,-3703,5803
2864,-3703,5803
2864,-3703,5803
2804,-3694,5726
2804,-3694,5726
2804,-3694,5726
2741,-3667,5770
2741,-3667,5770
2741,-3667,5770
2741,-3667,5770
2663,-3638,5732
2663,-3638,5732
2663,-3638,5732
2663,-3638,5732
2631,-3640,5731
2631,-3640,5731
2631,-3640,5731
2631,-3640,5731
2555,-3597,5702
2555,-3597,5702
2555,-3597,5702
2443,-3578,5715
2443,-3578,5715
2443,-3578,5715
2443,-3578,5715
2380,-3574,5666
2380,-3574,5666
2380,-3574,5666
2261,-3566,5655
2261,-3566,5655
2261,-3566,5655
2261,-3566,5655
2157,-3562,5665
2157,-3562,5665
2157,-3562,5665
2157,-3562,5665
2087,-3527,5663
2087,-3527,5663
2087,-3527,5663
2063,-3548,5706
2063,-3548,5706
2063,-3548,5706
2063,-3548,5706
2044,-3550,5698
2044,-3550,5698
2044,-3550,5698
2044,-3550,5698
2017,-3533,5681
2017,-3533,5681
2017,-3533,5681
2017,-3533,5681
2011,-3524,5696
2011,-3524,5696
2011,-3524,5696
2028,-3545,5659
2028,-3545,5659
2028,-3545,5659
2028,-3545,5659
2041,-3525,5692
2041,-3525,5692
2041,-3525,5692
2041,-3525,5692
2009,-3513,5694
2009,-3513,5694
2009,-3513,5694
2009,-3513,5694
2005,-3512,5694
2005,-3512,5694
2005,-3512,5694
2000,-3542,5677
2000,-3542,5677
2000,-3542,5677
2000,-3542,5677
2014,-3508,5669
2014,-3508,5669
2014,-3508,5669
2014,-3508,5669
2011,-3506,5672
2011,-3506,5672
2011,-3506,5672
2011,-3506,5672
1984,-3508,5657
1984,-3508,5657
1984,-3508,5657
1978,-3521,5681
1978,-3521,5681
1978,-3521,5681
1978,-3521,5681
1993,-3538,5656
1993,-3538,5656
1993,-3538,5656
1993,-3538,5656
1945,-3518,5650
1945,-3518,5650
1945,-3518,5650
1945,-3518,5650
1975,-3513,5655
1975,-3513,5655
1975,-3513,5655
1951,-3504,5619
1956,-3521,5565
1956,-3521,5565
1956,-3521,5565
1956,-3521,5565
1958,-3524,5563
1958,-3524,5563
1958,-3524,5563
2004,-3510,5536
2004,-3510,5536
2004,-3510,5536
2004,-3510,5536
2036,-3533,5493
2036,-3533,5493
2036,-3533,5493
2036,-3533,5493
2015,-3509,5490
2015,-3509,5490
2015,-3509,5490
2056,-3511,5522
2056,-3511,5522
2056,-3511,5522
2056,-3511,5522
2097,-3553,5510
2097,-3553,5510
2097,-3553,5510
2097,-3553,5510
2099,-3537,5464
2099,-3537,5464
2099,-3537,5464
2099,-3537,5464
2119,-3535,5489
2119,-3535,5489
2119,-3535,5489
2119,-3535,5489
2156,-3522,5494
2156,-3522,5494
2156,-3522,5494
2156,-3522,5494
2243,-3553,5505
2243,-3553,5505
2243,-3553,5505
2243,-3553,5505
2286,-3536,5529
2286,-3536,5529
2286,-3536,5529
2286,-3536,5529
2311,-3550,5518
2311,-3550,5518
2311,-3550,5518
2349,-3554,5496
2349,-3554,5496
2349,-3554,5496
2349,-3554,5496
2413,-3574,5562
2413,-3574,5562
2413,-3574,5562
2413,-3574,5562
2480,-3600,5569
2480,-3600,5569
2480,-3600,5569
2480,-3600,5569
2525,-3587,5584
2525,-3587,5584
2525,-3587,5584
2587,-3629,5604
2587,-3629,5604
2587,-3629,5604
2587,-3629,5604
2621,-3634,5624
2621,-3634,5624
2621,-3634,5624
2621,-3634,5624
2694,-3659,5648
2694,-3659,5648
2694,-3659,5648
2694,-3659,5648
2750,-3684,5723
2750,-3684,5723
2750,-3684,5723
2750,-3684,5723
2835,-3719,5686
2835,-3719,5686
2835,-3719,5686
2835,-3719,5705
2874,-3735,5705
2874,-3735,5705
2874,-3735,5705
2969,-3783,5676
2969,-3783,5676
2969,-3783,5676
2969,-3783,5676
3018,-3763,5674
3018,-3763,5674
3018,-3763,5674
3018,-3763,5674
3121,-3844,5697
3121,-3844,5697
3121,-3844,5697
3121,-3844,5697
3199,-3862,5730
3199,-3862,5730
3199,-3862,5730
3272,-3911,5712
3272,-3911,5712
3272,-3911,5712
3272,-3911,5712
3348,-3941,5719
3348,-3941,5719
3348,-3941,5719
3348,-3941,5719
3423,-3977,5720
3423,-3977,5720
3423,-3977,5720
3495,-4028,5687
3495,-4028,5687
3495,-4028,5687
3495,-4028,5687
3590,-4051,5684
3590,-4051,5684
3590,-4051,5684
3590,-4051,5684
3652,-4104,5684
3652,-4104,5684
3652,-4104,5684
3652,-4104,5684
3723,-4165,5671
3723,-4165,5671
3723,-4165,5671
3787,-4212,5668
3787,-4212,5668
3787,-4212,5668
3787,-4212,5668
3838,-4251,5648
3838,-4251,5648
3838,-4251,5648
3913,-4317,5649
3913,-4317,5649
3913,-4317,5649
3979,-4372,5661
3979,-4372,5661
3979,-4372,5661
3979,-4372,5661
4052,-4456,5612
4052,-4456,5612
4052,-4456,5612
4113,-4524,5597
4113,-4524,5597
4113,-4524,5597
4113,-4524,5597
4208,-4593,5576
4208,-4593,5576
4208,-4593,5576
4254,-4690,5588
4254,-4690,5588
4254,-4690,5588
4254,-4690,5588
4345,-4789,5490
4345,-4789,5490
4345,-4789,5490
4345,-4789,5490
4373,-4871,5494
4373,-4871,5494
4373,-4871,5494
4440,-4949,5443
4440,-4949,5443
4440,-4949,5443
4496,-5044,5416
4496,-5044,5416
4496,-5044,5416
4496,-5044,5416
4545,-5129,5410
4545,-5129,5410
4545,-5129,5410
4586,-5213,5381
4586,-5213,5381
4586,-5213,5381
4586,-5213,5381
4623,-5286,5318
4623,-5286,5318
4623,-5286,5318
4646,-5398,5262
4646,-5398,5262
4646,-5398,5262
4646,-5398,5262
4683,-5501,5231
4683,-5501,5231
4683,-5501,5231
4724,-5633,5202
4724,-5633,5202
4724,-5633,5202
4724,-5633,5202
4776,-5766,5194
4776,-5766,5194
4776,-5766,5194
4792,-5927,5113
4792,-5927,5113
4792,-5927,5113
4792,-5927,5113
4819,-6048,5052
4819,-6048,5052
4819,-6048,5052
4841,-6207,5045
4841,-6207,5045
4841,-6207,5045
4841,-6207,5045
4875,-6327,5030
4875,-6327,5030
4875,-6327,5030
4866,-6483,4998
4866,-6483,4998
4866,-6483,4998
4866,-6483,4998
4868,-6618,4959
4868,-6618,4959
4868,-6618,4959
4861,-6723,4932
4861,-6723,4932
4861,-6723,4932
4861,-6723,4932
4860,-6837,4877
4860,-6837,4877
4860,-6837,4877
4808,-6922,4861
4808,-6922,4861
4808,-6922,4861
4791,-7069,4837
4791,-7069,4837
4791,-7069,4837
4791,-7069,4837
4729,-7177,4813
4729,-7177,4813
4729,-7177,4813
4729,-7177,4813
4670,-7337,4754
4670,-7337,4754
4670,-7337,4754
4637,-7463,4736
4637,-7463,4736
4637,-7463,4736
4637,-7463,4736
4551,-7612,4667
4551,-7612,4667
4551,-7612,4667
4551,-7612,4667
4470,-7716,4666
4470,-7716,4666
4470,-7716,4666
4470,-7716,4666
4403,-7790,4623
4403,-7790,4623
4403,-7790,4623
4325,-7937,4607
4325,-7937,4607
4325,-7937,4607
4325,-7937,4607
4226,-8051,4607
4226,-8051,4607
4226,-8051,4607
4226,-8051,4607
4160,-8136,4600
4160,-8136,4600
4160,-8136,4600
4160,-8136,4600
4039,-8242,4609
4039,-8242,4609
4039,-8242,4609
3952,-8343,4575
3952,-8343,4575
3952,-8343,4575
3952,-8343,4575
3883,-8418,4578
3883,-8418,4578
3883,-8418,4578
3883,-8418,4578
3736,-8532,4560
3736,-8532,4560
3736,-8532,4560
3736,-8532,4560
3642,-8566,4557
3642,-8566,4557
3642,-8566,4557
3642,-8566,4557
3548,-8659,4598
3548,-8659,4598
3548,-8659,4598
3386,-8712,4575
3386,-8712,4575
3386,-8712,4575
3386,-8712,4575
3268,-8769,4595
3268,-8769,4595
3268,-8769,4595
3268,-8769,4595
3122,-8811,4609
3122,-8811,4609
3122,-8811,4609
3122,-8811,4609
3003,-8887,4628
3003,-8887,4628
3003,-8887,4628
3003,-8887,4628
2849,-8903,4590
2849,-8903,4590
2849,-8903,4590
2754,-8907,4583
2754,-8907,4583
2754,-8907,4583
2754,-8907,4583
2650,-8942,4577
2650,-8942,4577
2650,-8942,4577
2650,-8942,4577
2537,-8939,4617
2537,-8939,4617
2537,-8939,4617
2537,-8939,4617
2439,-8957,4596
2439,-8957,4596
2439,-8957,4596
2347,-8947,4604
2347,-8947,4604
2347,-8947,4604
2347,-8947,4604
2241,-8935,4591
2241,-8935,4591
2241,-8935,4591
2241,-8935,4591
2194,-8936,4604
2194,-8936,4604
2194,-8936,4604
2194,-8936,4604
2121,-8929,4594
2121,-8929,4594
2121,-8929,4594
2045,-8893,4563
2045,-8893,4563
2045,-8893,4563
2045,-8893,4563
1983,-8898,4557
1983,-8898,4557
1983,-8898,4557
1983,-8898,4557
1900,-8892,4547
1900,-8892,4547
1900,-8892,4547
1900,-8892,4547
1823,-8839,4539
1823,-8839,4539
1823,-8839,4539
1749,-8839,4533
1749,-8839,4533
1749,-8839,4533
1749,-8839,4533
1706,-8832,4536
1706,-8832,4536
1706,-8832,4536
1706,-8832,4536
1653,-8784,4516
1653,-8784,4516
1653,-8784,4516
1653,-8784,4516
1588,-8773,4481
1588,-8773,4481
1588,-8773,4481
1588,-8773,4481
1521,-8728,4433
1521,-8728,4433
1521,-8728,4433
1521,-8728,4433
1453,-8723,4416
1453,-8723,4416
1453,-8723,4416
1453,-8723,4416
1394,-8670,4386
1394,-8670,4386
1394,-8670,4386
1394,-8670,4386
1356,-8623,4347
1356,-8623,4347
1356,-8623,4347
1356,-8623,4347
1268,-8558,4238
1268,-8558,4238
1268,-8558,4238
1213,-8513,4197
1213,-8513,4197
1213,-8513,4197
1213,-8513,4197
1119,-8411,4164
1119,-8411,4164
1119,-8411,4164
1073,-8348,4073
1073,-8348,4073
1073,-8348,4073
1073,-8348,4073
982,-8259,4020
982,-8259,4020
982,-8259,4020
929,-8164,3965
929,-8164,3965
929,-8164,3965
929,-8164,3965
886,-8071,3929
886,-8071,3929
886,-8071,3929
859,-7990,3848
859,-7990,3848
859,-7990,3848
859,-7990,3848
816,-7904,3799
816,-7904,3799
816,-7904,3799
740,-7804,3808
740,-7804,3808
740,-7804,3808
740,-7804,3808
718,-7714,3768
718,-7714,3768
718,-7714,3768
675,-7620,3708
675,-7620,3708
675,-7620,3708
675,-7620,3708
619,-7530,3686
619,-7530,3686
619,-7530,3686
550,-7453,3675
550,-7453,3675
550,-7453,3675
550,-7453,3675
506,-7372,3664
506,-7372,3664
506,-7372,3664
462,-7251,3676
462,-7251,3676
462,-7251,3676
462,-7251,3676
420,-7194,3672
420,-7194,3672
420,-7194,3672
393,-7139,3687
393,-7139,3687
393,-7139,3687
346,-7100,3699
346,-7100,3699
346,-7100,3699
346,-7100,3699
278,-7051,3724
278,-7051,3724
278,-7051,3724
259,-7038,3719
259,-7038,3719
259,-7038,3719
259,-7038,3719
234,-7011,3760
234,-7011,3760
234,-7011,3760
229,-7005,3786
229,-7005,3786
229,-7005,3786
229,-7024,3842
163,-7024,3842
163,-7024,3842
163,-7024,3842
179,-7030,3860
179,-7030,3860
179,-7030,3860
163,-7042,3857
163,-7042,3857
163,-7042,3857
163,-7042,3857
131,-7068,3895
131,-7068,3895
131,-7068,3895
131,-7068,3895
105,-7108,3988
105,-7108,3988
105,-7108,3988
29,-7109,4124
29,-7109,4124
29,-7109,4124
29,-7109,4124
-88,-7084,4231
-88,-7084,4231
-88,-7084,4231
-156,-7029,4275
-156,-7029,4275
-156,-7029,4275
-234,-6969,4298
-234,-6969,4298
-234,-6969,4298
-234,-6969,4298
-273,-6908,4341
-273,-6908,4341
-273,-6908,4341
-336,-6827,4379
-336,-6827,4379
-336,-6827,4379
-336,-6827,4379
-366,-6779,4379
-366,-6779,4379
-366,-6779,4379
-405,-6683,4475
-405,-6683,4475
-405,-6683,4475
-405,-6683,4475
-442,-6598,4454
-442,-6598,4454
-442,-6598,4454
-462,-6490,4435
-462,-6490,4435
-462,-6490,4435
-471,-6398,4447
-471,-6398,4447
-471,-6398,4447
-471,-6398,4447
-451,-6281,4474
-451,-6281,4474
-451,-6281,4474
-484,-6157,4470
-484,-6157,4470
-484,-6157,4470
-484,-6157,4470
-504,-6037,4494
-504,-6037,4494
-504,-6037,4494
-512,-5903,4557
-512,-5903,4557
-512,-5903,4557
-512,-5903,4557
-505,-5771,4571
-505,-5771,4571
-505,-5771,4571
-510,-5643,4592
-510,-5643,4592
-473,-5267,4727
-473,-5267,4727
-473,-5267,4727
-464,-5199,4761
-464,-5199,4761
-464,-5199,4761
-426,-5099,4795
-426,-5099,4795
-426,-5099,4795
-426,-5099,4795
-424,-4997,4807
-424,-4997,4807
-424,-4997,4807
-369,-4945,4825
-369,-4945,4825
-369,-4945,4825
-369,-4945,4825
-361,-4852,4815
-361,-4852,4815
-361,-4852,4815
-274,-4765,4815
-274,-4765,4815
-274,-4765,4815
-274,-4765,4815
-241,-4709,4775
-241,-4709,4775
-241,-4709,4775
-175,-4656,4742
-175,-4656,4742
-175,-4656,4742
-175,-4656,4742
-152,-4606,4715
-152,-4606,4715
-152,-4606,4715
-64,-4535,4678
-64,-4535,4678
-64,-4535,4678
8,-4457,4695
8,-4457,4695
8,-4457,4695
8,-4457,4695
86,-4370,4666
86,-4370,4666
86,-4370,4666
86,-4370,4666
178,-4349,4651
178,-4349,4651
178,-4349,4651
239,-4279,4605
239,-4279,4605
239,-4279,4605
239,-4279,4605
287,-4234,4644
287,-4234,4644
287,-4234,4644
287,-4234,4644
348,-4158,4678
348,-4158,4678
348,-4158,4678
385,-4121,4750
385,-4121,4750
385,-4121,4750
466,-4066,4789
466,-4066,4789
466,-4066,4789
466,-4066,4789
512,-3977,4855
512,-3977,4855
512,-3977,4855
512,-3977,4855
579,-3890,4932
579,-3890,4932
579,-3890,4932
579,-3890,4932
675,-3864,5006
675,-3864,5006
675,-3864,5006
675,-3864,5006
744,-3818,5063
744,-3818,5063
744,-3818,5063
806,-3764,5149
806,-3764,5149
806,-3764,5149
806,-3764,5149
881,-3719,5208
881,-3719,5208
881,-3719,5208
881,-3719,5208
939,-3683,5229
939,-3683,5229
939,-3683,5229
1018,-3654,5262
1018,-3654,5262
1018,-3654,5262
1018,-3654,5262
1098,-3638,5296
1098,-3638,5296
1098,-3638,5296
1152,-3626,5324
1152,-3626,5324
1152,-3626,5324
1207,-3615,5365
1207,-3615,5365
1207,-3615,5365
1207,-3615,5365
1275,-3585,5408
1275,-3585,5408
1275,-3585,5408
1275,-3585,5408
1319,-3564,5505
1319,-3564,5505
1319,-3564,5505
1375,-3556,5538
1375,-3556,5538
1375,-3556,5538
1431,-3509,5597
1431,-3509,5597
1431,-3509,5597
1431,-3509,5597
1537,-3525,5649
1537,-3525,5649
1537,-3525,5649
1537,-3525,5649
1608,-3521,5723
1608,-3521,5723
1608,-3521,5723
1694,-3512,5777
1694,-3512,5777
1694,-3512,5777
1694,-3512,5777
1776,-3516,5799
1776,-3516,5799
1776,-3516,5799
1862,-3518,5823
1862,-3518,5823
1862,-3518,5823
1909,-3532,5806
1909,-3532,5806
1909,-3532,5806
1909,-3532,5806
1985,-3531,5854
1985,-3531,5854
1985,-3531,5854
2036,-3497,5871
2036,-3497,5871
2036,-3497,5871
2036,-3497,5871
2096,-3535,5946
2096,-3535,5946
2096,-3535,5946
2130,-3558,5918
2130,-3558,5918
2130,-3558,5918
2130,-3558,5918
2214,-3569,5991
2214,-3569,5991
2214,-3569,5991
2276,-3573,6047
2276,-3573,6047
2276,-3573,6047
2276,-3573,6047
2333,-3607,6111
2333,-3607,6111
2333,-3607,6111
2469,-3635,6118
2469,-3635,6118
2469,-3635,6118
2544,-3637,6151
2544,-3637,6151
2544,-3637,6151
2544,-3637,6151
2627,-3669,6227
2627,-3669,6227
2627,-3669,6227
2627,-3669,6227
2723,-3714,6273
2723,-3714,6273
2723,-3714,6273
2828,-3784,6334
2828,-3784,6334
2828,-3784,6334
2828,-3784,6334
2921,-3801,6349
2921,-3801,6349
2921,-3801,6349
2971,-3812,6397
2971,-3812,6397
2971,-3812,6397
2971,-3812,6397
3025,-3888,6403
3025,-3888,6403
3025,-3888,6403
3085,-3892,6407
3085,-3892,6407
3085,-3892,6407
3085,-3892,6390
3138,-3886,6390
3138,-3886,6390
3138,-3886,6390
3160,-3904,6371
3160,-3904,6371
3160,-3904,6371
3173,-3919,6410
3173,-3919,6410
3173,-3919,6410
3173,-3919,6410
3157,-3925,6388
3157,-3925,6388
3157,-3925,6388
3181,-3917,6400
3181,-3917,6400
3181,-3917,6400
3166,-3947,6395
3166,-3947,6395
3166,-3947,6395
3166,-3947,6395
3221,-3945,6346
3221,-3945,6346
3221,-3945,6346
3221,-3945,6346
3235,-3932,6329
3235,-3932,6329
3235,-3932,6329
3282,-3977,6276
3282,-3977,6276
3282,-3977,6276
3311,-4031,6295
3311,-4031,6295
3311,-4031,6295
3311,-4031,6295
3385,-4037,6309
3385,-4037,6309
3385,-4037,6309
3404,-4058,6317
3404,-4058,6317
3404,-4058,6317
3433,-4072,6316
3433,-4072,6316
3433,-4072,6316
3433,-4072,6316
3505,-4124,6339
